target,ids,date,flag,user,text
Positive,1558140842,Sun Apr 19 07:24:26 PDT 2009,NO_QUERY,JeriJo,just played flippy cups in my masters class with our instructor.    How fun!!!
Negative,1677460940,Sat May 02 02:11:43 PDT 2009,NO_QUERY,alishuja,it's really humid and hot here 
Positive,1564486971,Mon Apr 20 03:43:25 PDT 2009,NO_QUERY,rajtilak,@johnhaydon Glad you liked it. Thanks 
Positive,1558732973,Sun Apr 19 09:14:48 PDT 2009,NO_QUERY,indyspagirl,Is taking the kids out for lunch 
Negative,1559451247,Sun Apr 19 11:10:30 PDT 2009,NO_QUERY,COCKY_PERS0NA,@lilooneex3 yeah . ehh w|e . I can't believe its back to work &amp;' school tomorrow  no quieroo
Positive,1554402369,Sat Apr 18 16:54:00 PDT 2009,NO_QUERY,redsnowfox,just home from a long night at work. Great fun tho. tired but not sleepy. chillin out an relaxin now 
Negative,1557289126,Sun Apr 19 03:10:26 PDT 2009,NO_QUERY,puplove,puffy eyes after watching let's get lost last night heartbreaking 
Positive,1557092897,Sun Apr 19 01:58:36 PDT 2009,NO_QUERY,robcthegeek,"@chris_mahan Point being, NO stack is perfect. And I am not going to switch stack just because of one framework method that is not ideal "
Positive,1553113294,Sat Apr 18 13:24:28 PDT 2009,NO_QUERY,BAMboozledTiff,@xMrsEfron thanks!  nice to meet you too. so how are you?
Positive,1553303614,Sat Apr 18 13:54:33 PDT 2009,NO_QUERY,traaai,is playing Restaurant City  and trying not to think about anything else ... even though she should.
Negative,1554012556,Sat Apr 18 15:49:44 PDT 2009,NO_QUERY,MiDesfileNegro,@sinnersxjockers ...related to a Spanish-speaking country 
Negative,1676427272,Fri May 01 22:00:52 PDT 2009,NO_QUERY,zebrastripes11,wants to just hug and kiss him. 
Positive,1551906687,Sat Apr 18 10:16:51 PDT 2009,NO_QUERY,escribitionist,still keep crocheting n thinking if i should watch #fringe as well  #crochet
Negative,1467888679,Mon Apr 06 22:40:15 PDT 2009,NO_QUERY,weisenly,I'm afraid I had bad code. 
Negative,1564957538,Mon Apr 20 05:28:49 PDT 2009,NO_QUERY,craigt44,"Noooo, I've caught up with Freak Angels and now have to wait for each weekly installment! "
Positive,1564074748,Mon Apr 20 01:38:30 PDT 2009,NO_QUERY,Tittch,@bigcam01 Lol. Queen Victoria to be precise 
Negative,1468338614,Tue Apr 07 01:03:48 PDT 2009,NO_QUERY,catbook,Mitea is missing  http://apps.facebook.com/catbook/profile/view/6040269
Positive,1468870319,Tue Apr 07 04:09:47 PDT 2009,NO_QUERY,mattnotgeorge,tweeting from cracker barrel  
Negative,1558851032,Sun Apr 19 09:34:38 PDT 2009,NO_QUERY,xojamieee,im cleaning the house 
Positive,1469817274,Tue Apr 07 07:30:25 PDT 2009,NO_QUERY,StilettoJunkie,@palister Think of the money...and the free popcorn you're gonna score later 
Positive,1553676811,Sat Apr 18 14:54:51 PDT 2009,NO_QUERY,AnotherJBFan,"Watching JB on YouTube, I am on TJ, and I am on here! "
Negative,1559217852,Sun Apr 19 10:34:17 PDT 2009,NO_QUERY,BarneysAngels,@ssines I don't want to!!! This week is testing week 
Positive,1551875181,Sat Apr 18 10:11:56 PDT 2009,NO_QUERY,idagilmore,watching old family movies from when I was 6. haha  
Positive,1565165690,Mon Apr 20 06:04:27 PDT 2009,NO_QUERY,screamo_ranger,@Alex_Sin Are we planning to celebrate today Alex? 
Negative,1573406669,Tue Apr 21 01:01:25 PDT 2009,NO_QUERY,dimitris_b,uni... again 
Negative,1468212382,Tue Apr 07 00:19:42 PDT 2009,NO_QUERY,Colsi,I need SIMS 3. Gaah! 
Positive,1563536831,Sun Apr 19 23:12:59 PDT 2009,NO_QUERY,Haloom,at the college waiting for the meeting 
Negative,1558853294,Sun Apr 19 09:35:01 PDT 2009,NO_QUERY,RocketPie,Mario Kart Wii: Blue Shells 
Positive,1468741791,Tue Apr 07 03:29:04 PDT 2009,NO_QUERY,nlupus,"@gjarnling Man, how are you? Haven't seen you for a while "
Positive,1559389698,Sun Apr 19 11:00:48 PDT 2009,NO_QUERY,Sekoja,@littlefoxy Your 'husband-bike-open windows-response' only just appeared in twitter search. Must have been lingering... 
Negative,1468379622,Tue Apr 07 01:18:44 PDT 2009,NO_QUERY,suzannee87,"Tried to install a Twitter-application on my phone. Didn't work though, boo! "
Negative,1564059132,Mon Apr 20 01:33:35 PDT 2009,NO_QUERY,LukeD,@CristinaSR you coming in? So bored in this lab 
Positive,1468323994,Tue Apr 07 00:58:47 PDT 2009,NO_QUERY,shawnaatteberry,"Wow, it's almost 3:00 a.m. I probably should go to bed. So is it good night all or good morning? See you later. "
Negative,1563534545,Sun Apr 19 23:12:27 PDT 2009,NO_QUERY,veganchai,"@tothewestside sorry sweets, i only use the pencil kind. "
Positive,1556066923,Sat Apr 18 21:32:19 PDT 2009,NO_QUERY,SierraaaN,Wanna spend the night with Tay tonight!  Maybe we'll be allowed! &lt;3 I love slumberrr partaysss! 
Negative,1563944949,Mon Apr 20 00:59:58 PDT 2009,NO_QUERY,CharlotteFionax,it cant be monday already! 
Positive,1556589827,Sat Apr 18 23:27:44 PDT 2009,NO_QUERY,NovaJane,@Beethousand ... How could Twitter hate you?? Look at that cute face 
Positive,1551024895,Sat Apr 18 07:56:31 PDT 2009,NO_QUERY,friidaah,"@paintedheartsx: yes, bright blue sky all day! I can't do much more than enjoy it!  How is your weather? (:"
Negative,1556852946,Sun Apr 19 00:40:17 PDT 2009,NO_QUERY,joycee_x,is feeling hot  hate the weather!
Negative,1548286697,Fri Apr 17 20:32:26 PDT 2009,NO_QUERY,AmieGilbert,really really shoulda said something  i blew it
Negative,1468333249,Tue Apr 07 01:01:54 PDT 2009,NO_QUERY,rachael_ann,yes it is  and i got ripped off do not shop at WOW. !!!
Positive,1468627200,Tue Apr 07 02:49:05 PDT 2009,NO_QUERY,ElenahNeshcute,"@CarolCacophony DAS war schicksal, talk to ya later, milady.  &lt;3"
Positive,1554495482,Sat Apr 18 17:09:06 PDT 2009,NO_QUERY,geirfreysson,Pretty excited about tweetie for mac on monday  http://tinyurl.com/c4afam (via @davidsmalley)
Positive,1557442041,Sun Apr 19 04:08:18 PDT 2009,NO_QUERY,bighc,@oysteinhusby paracet and snus 
Negative,1677237068,Sat May 02 01:04:42 PDT 2009,NO_QUERY,sunnyseabrooke,why am I struggling to sleep in recently?  Possibly the most cruel thing ever 
Positive,1468788265,Tue Apr 07 03:44:24 PDT 2009,NO_QUERY,falei,more 3 days for relax 4 days... 
Positive,1552069390,Sat Apr 18 10:42:25 PDT 2009,NO_QUERY,Nossy98,"Casual day planned.  It is raining and ugly for the second day! Ugh!  Pick up the house, go work out, see a movie......... I guess. "
Positive,1467986910,Mon Apr 06 23:07:54 PDT 2009,NO_QUERY,IzzyVA,injected with office coffee 
Positive,1548672553,Fri Apr 17 21:37:23 PDT 2009,NO_QUERY,laurg22,Is after so many times of trying....I finally downloaded twitterberry  !
Negative,1573665707,Tue Apr 21 02:15:29 PDT 2009,NO_QUERY,razaeletan,@IzaArtillero i know  Everybody is tweeting Coachella
Negative,1548888344,Fri Apr 17 22:17:47 PDT 2009,NO_QUERY,_iheartzombies,my boyfriend has decided to depress me by putting in Paradise Lost. 
Negative,1558909402,Sun Apr 19 09:44:20 PDT 2009,NO_QUERY,Jenny00123,@LiveLavaLish   you forgot about me!!
Positive,1557982323,Sun Apr 19 06:49:36 PDT 2009,NO_QUERY,dvanelli,Survived my daughters' Katy to Houston move in the torrential downpour yesterday....God has such an interesting sense of humor 
Negative,1563505592,Sun Apr 19 23:05:43 PDT 2009,NO_QUERY,LukesBeard,hard time getting up this morning 
Negative,1558674972,Sun Apr 19 09:04:43 PDT 2009,NO_QUERY,araphael,@PinchHost your phpMyAdmin page is incredibly slow 
Positive,1554431735,Sat Apr 18 16:58:50 PDT 2009,NO_QUERY,grassi2000,@heidimontag Have fun. I'll go to bed now.  It's 2 AM here in Germany. And its rainy and cold. Have a nice day!
Positive,1468789126,Tue Apr 07 03:44:41 PDT 2009,NO_QUERY,brianspade,Chegou o DVD do Leonard Cohen 
Positive,1565231383,Mon Apr 20 06:14:47 PDT 2009,NO_QUERY,Hildecurry,got norwegian for my first test exam 
Positive,1469153267,Tue Apr 07 05:24:34 PDT 2009,NO_QUERY,sumienia,but.. i admit; it's fun to update. haha. even if there is nobody that sees it 
Negative,1467815988,Mon Apr 06 22:21:09 PDT 2009,NO_QUERY,merisssa,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! 
Positive,1564503707,Mon Apr 20 03:48:08 PDT 2009,NO_QUERY,julierockaholic,"@ashtreetree Dude check out the differnce in hair volume eyy between you and ur sis  It'sd possible you could be adopted, don't look alike"
Negative,1574107142,Tue Apr 21 04:16:27 PDT 2009,NO_QUERY,crobinuk,Pleo makers Ugobe filed for bankruptcy in the US yesterday    http://bit.ly/14E50r
Negative,1558734294,Sun Apr 19 09:15:02 PDT 2009,NO_QUERY,honey_bunz,@Somaya_Reece i miss maui !! 
Negative,1556819751,Sun Apr 19 00:30:17 PDT 2009,NO_QUERY,seaembe,cracked my iphone's screen 
Positive,1557699044,Sun Apr 19 05:34:24 PDT 2009,NO_QUERY,scavengerlor,hangover clearing 
Negative,1565421877,Mon Apr 20 06:43:08 PDT 2009,NO_QUERY,xsoccerbabyox87,@Tayrawrrr stop thats mean 
Negative,1551074338,Sat Apr 18 08:04:39 PDT 2009,NO_QUERY,C_Joy,@flyingwithkids Oh Raspberries!  I bet the cold weather isn't helping either 
Positive,1555960895,Sat Apr 18 21:12:18 PDT 2009,NO_QUERY,SecretAgent24,staying home with my lil girl... shes soo funny.. 
Positive,1558794825,Sun Apr 19 09:25:20 PDT 2009,NO_QUERY,bbbbryony,@Klutz315 i've already put one on my facebook  and please share more!!
Positive,1468711950,Tue Apr 07 03:18:44 PDT 2009,NO_QUERY,eleonoraeli,@smiley1210 http://www.youtube.com/watch?v=vr1ToH5Zr0o  thank you very much!!!
Negative,1551209353,Sat Apr 18 08:26:24 PDT 2009,NO_QUERY,JackGraye,thinks did site is shit! wtf! 
Negative,1468766818,Tue Apr 07 03:37:26 PDT 2009,NO_QUERY,Lozzatheblue,@AbbieLeona_Ox Liverpool. Don't get me jealous  going to london on thursdaiii 
Negative,1468835191,Tue Apr 07 03:59:05 PDT 2009,NO_QUERY,babbelientje,@annelynnn i know 
Positive,1551843295,Sat Apr 18 10:06:58 PDT 2009,NO_QUERY,acenapster,Time to clean today.  PEACE!
Positive,1556860008,Sun Apr 19 00:42:25 PDT 2009,NO_QUERY,lovelylivxo,banana milk. Yoghurt. Bacon on toast. 
Negative,1564641073,Mon Apr 20 04:22:46 PDT 2009,NO_QUERY,cmgarcia,"@aarosan Bummer, Festival of Beers is Saturday. "
Negative,1559799429,Sun Apr 19 12:04:37 PDT 2009,NO_QUERY,mmmelo,gym. grocery shopping. study. school tomorrow  ugh.
Positive,1557204824,Sun Apr 19 02:38:13 PDT 2009,NO_QUERY,ionacosmetics,"@MmmBaileys Oh yes definitely, I want to marry him "
Negative,1470173826,Tue Apr 07 08:34:05 PDT 2009,NO_QUERY,lisbyrne,So happy no extra tax on booze  ole smokes 25cent though 
Positive,1468868368,Tue Apr 07 04:09:09 PDT 2009,NO_QUERY,itsjoooey,i'm back hoooome!  now it's time to work! woo hoo! i'm so excited!
Positive,1555873522,Sat Apr 18 20:56:41 PDT 2009,NO_QUERY,allisonnbolin,"im never on this. haha. just got home a while ago from dance competitionnn, now watching twilight/house bunny with alyss! wooop "
Negative,1554100176,Sat Apr 18 16:04:03 PDT 2009,NO_QUERY,sniffinglue,They changed the recipe of the wings at billiards 
Negative,1557279321,Sun Apr 19 03:06:37 PDT 2009,NO_QUERY,mexiken84,Its lonely on the moon.... 
Positive,1557388707,Sun Apr 19 03:48:42 PDT 2009,NO_QUERY,imot92,@jlmcgrath i just did 
Negative,1470127451,Tue Apr 07 08:25:47 PDT 2009,NO_QUERY,jathompson,I think my upcoming trip might be my last trip to disney this year..the hubby wants to cancel our august magic kingdom view to save money 
Positive,1556796394,Sun Apr 19 00:23:17 PDT 2009,NO_QUERY,ERiiC45,HELL YEAHHHHH! the openers are like gonna slip and bust their ass!!! {Pictures Coming Soon 
Negative,1676931212,Fri May 01 23:45:37 PDT 2009,NO_QUERY,Oliviaaaaxo,i've only had 2 hours sleep  i hate it when phones wake you up.
Negative,1563637117,Sun Apr 19 23:37:11 PDT 2009,NO_QUERY,toni_b,I didn't win a free chocolate bar. Got a free sugar headache though 
Negative,1555726359,Sat Apr 18 20:31:14 PDT 2009,NO_QUERY,mraycyrus,Going to Germany. Miss my family.   Views great. No I did not steal that from my movie. It really is.
Negative,1677363715,Sat May 02 01:41:47 PDT 2009,NO_QUERY,OhSweetNothing,"...I hate to say it, but I think I hate Wicker Park now.  "
Positive,1556467511,Sat Apr 18 22:57:14 PDT 2009,NO_QUERY,HDeini,Drinkin &amp; Watchin UFC 97 
Positive,1468449242,Tue Apr 07 01:44:19 PDT 2009,NO_QUERY,roderickvd,@mdbraber Depends on if you see a use for the applications 
Negative,1556395137,Sat Apr 18 22:40:21 PDT 2009,NO_QUERY,VivaLaVics,Guh! SOUNDERS!!!!!!!!! Cant do it without Keller.  I bought some Blue Rams today! Yay! New fishes!
Positive,1557296420,Sun Apr 19 03:13:18 PDT 2009,NO_QUERY,_JIMB0,Man i'm tired. Made some apple crisp from scratch...... Man it tastes gooooood 
Positive,1558166999,Sun Apr 19 07:29:52 PDT 2009,NO_QUERY,jesusrox_101,@Mgn421454 yep! 
Negative,1552028212,Sat Apr 18 10:35:56 PDT 2009,NO_QUERY,sparky_ld,"Oh wonderful. I finally get Fractor to start up properly (Google Desktop = no, apparently) and now the mouse wheel is dirty. "
Negative,1468131748,Mon Apr 06 23:53:22 PDT 2009,NO_QUERY,steveslee,@gordonchiu You're one letter alway!    Koreans don't use &quot;X&quot; so there's no hope for me. 
Negative,1469817628,Tue Apr 07 07:30:28 PDT 2009,NO_QUERY,LadyHenrietta,wants her dog back 
Negative,1468534901,Tue Apr 07 02:15:41 PDT 2009,NO_QUERY,Little_Munchkin,Not good.....Munchkinster is not feeling well 
Positive,1468973566,Tue Apr 07 04:39:38 PDT 2009,NO_QUERY,munim,is extremely happy to get a Symbian Developer Certificate 
Positive,1565166481,Mon Apr 20 06:04:35 PDT 2009,NO_QUERY,meeshiefeet,"@Hallekins Um, congrats to him?  I think.  "
Negative,1558940061,Sun Apr 19 09:49:27 PDT 2009,NO_QUERY,gushie,whimpers... nearly 4 hours of Cliff on ITV3... and I have to let her watch cos it's her birthday 
Positive,1558423710,Sun Apr 19 08:19:52 PDT 2009,NO_QUERY,onehappypersonx,just flat ironed my hair. now it is straight. 
Positive,1469316446,Tue Apr 07 05:59:40 PDT 2009,NO_QUERY,Frannie726,"okay, I'm off to continue getting ready. Have a great day everyone! "
Positive,1468787808,Tue Apr 07 03:44:15 PDT 2009,NO_QUERY,jessykabeth,@Shimbin And a rose without thorns just isn't a proper rose now is it?  
Negative,1676954892,Fri May 01 23:51:26 PDT 2009,NO_QUERY,MusicianGirl,"GRRRRRRR! The puppy started whining again, and won't shut up. I'm never going to sleep again... "
Positive,1559675955,Sun Apr 19 11:45:47 PDT 2009,NO_QUERY,semiBad,@boagworld Not great... 
Negative,1551638079,Sat Apr 18 09:35:02 PDT 2009,NO_QUERY,Rebus1746,I think Windows Update has broken my pc!  
Positive,1557748766,Sun Apr 19 05:49:17 PDT 2009,NO_QUERY,roddy99,@#asot400 super8 &amp; tab was soooo gooodd  anyone know the name of this track by the way?
Positive,1554108875,Sat Apr 18 16:05:29 PDT 2009,NO_QUERY,ProtoKun,"Named my Suikoden Tiekreis army and castle after flowers. Deutzia and Orchid, both Lyon's weapon names "
Negative,1676533561,Fri May 01 22:20:06 PDT 2009,NO_QUERY,eepgonewild,@stars_are_fire That is cool. I have never been to Vegas  my wife has been but not me.
Positive,1469843844,Tue Apr 07 07:35:03 PDT 2009,NO_QUERY,anLu09,@david_henrie http://twitpic.com/2xl28 - he resembles you. 
Negative,1548318230,Fri Apr 17 20:37:29 PDT 2009,NO_QUERY,hannapageau,@jamiexvx omg I love Animal Crossing so much. I was devistated when I realized I lost it when I moved 
Positive,1564297652,Mon Apr 20 02:47:43 PDT 2009,NO_QUERY,ballie34,@Paul_Cornell hope you can make british int comic show on 3 n 4 of oct at brum think tank again 
Positive,1559740425,Sun Apr 19 11:55:48 PDT 2009,NO_QUERY,spproductions,"@tanijoy That's ok sis, getting good rest is always a plus! The spirit, soul &amp; mind need down time to refresh...Now your READY to get it "
Negative,1559222621,Sun Apr 19 10:35:02 PDT 2009,NO_QUERY,_missfabulous_,@theskorpion - it was working fine just a min ago...now nothing will load! 
Positive,1557374278,Sun Apr 19 03:43:22 PDT 2009,NO_QUERY,aliize,@jasonperryrock Perry you are the best prducer who is producing my fav bands - Blackout and McFLY! Looking forward to your next project 
Positive,1468147680,Mon Apr 06 23:58:44 PDT 2009,NO_QUERY,st2251a,Until we get to 10.0 unemployment It just time to do part-time and school 
Negative,1468794164,Tue Apr 07 03:46:12 PDT 2009,NO_QUERY,JacquiOx,@mileycyrus wow early start. I havent even been to bed yet. Hope your tummy feel better soon  love your aussie fan ;) xxx
Positive,1554526915,Sat Apr 18 17:14:20 PDT 2009,NO_QUERY,neelzz,@RaulMidon You rocked Paradiso last night! 
Positive,1469048852,Tue Apr 07 04:59:40 PDT 2009,NO_QUERY,kingoushka,"Chicken Roll menu for luch today..  I  know, not very healthy, but from time to time it's not that bad..  "
Positive,1470238470,Tue Apr 07 08:45:41 PDT 2009,NO_QUERY,beachpeach16,@Tit0_Rachel rachel! 
Positive,1468222683,Tue Apr 07 00:23:15 PDT 2009,NO_QUERY,faiththiang,@LolKate18 You like Ladyhawke? You are so cool 
Positive,1548287195,Fri Apr 17 20:32:33 PDT 2009,NO_QUERY,JenFelder,Spent my Friday night cleaning.. and I'm perfectly fine with that. 
Positive,1551586263,Sat Apr 18 09:26:54 PDT 2009,NO_QUERY,xMalx,Just landed in Hotlanta! I have like 15 minutes tip my next flight. Houston soon 
Positive,1555931950,Sat Apr 18 21:06:59 PDT 2009,NO_QUERY,GodGivnName,Laying in the Living Room... Watching Forensic Files... Talking to my Sisters!!!  The Good Times!!!
Positive,1548285576,Fri Apr 17 20:32:16 PDT 2009,NO_QUERY,TyCody,@paterickschmede I hope so! Im inspired right now so we shall see 
Positive,1550682672,Sat Apr 18 06:55:59 PDT 2009,NO_QUERY,verofofo,"@dawak just can't find books for it, so I hope Profs know where to look "
Negative,1469523165,Tue Apr 07 06:38:20 PDT 2009,NO_QUERY,ShalieBurrows,UGH......I took medicine on an empty stomach  regretting it..........
Negative,1678030553,Sat May 02 05:11:33 PDT 2009,NO_QUERY,LLLKaRmA, ALL GOOD THINGS COME TO AN END! =(
Positive,1468697163,Tue Apr 07 03:13:32 PDT 2009,NO_QUERY,Damir,"@ingorammer well it is definitelly worth trying, you'll notice the difference. But it's not my favorite neither "
Negative,1556447481,Sat Apr 18 22:52:31 PDT 2009,NO_QUERY,KenadiiG,Wow finally got the iPod touch working!!! Yay me!!! Missin my boo 
Positive,1548862222,Fri Apr 17 22:12:34 PDT 2009,NO_QUERY,shadez,@manan you gotta tweet few questions and @Hardik's reaction. 
Positive,1559643029,Sun Apr 19 11:40:39 PDT 2009,NO_QUERY,chobson,"@shreenas Oh man, I'd love to visit Chicago. Once I secure a job, hit me up again, I'll be your travel buddy. "
Negative,1678308691,Sat May 02 06:16:36 PDT 2009,NO_QUERY,TrcyGotSeoul,misses Kstr. I didn't get to see him today  Avou honey!
Negative,1573649361,Tue Apr 21 02:10:40 PDT 2009,NO_QUERY,rogiersturk,it's such a nice weather again....  and I just have to work 
Negative,1551449146,Sat Apr 18 09:05:13 PDT 2009,NO_QUERY,White69Devil,"Swindon draw, Blackburn lose man this is turning into a nightmare season "
Negative,1553269717,Sat Apr 18 13:49:10 PDT 2009,NO_QUERY,ChristieCohee,"I want to take a trip across the country with my friend, but my parents want me to find a job first "
Negative,1548776132,Fri Apr 17 21:56:40 PDT 2009,NO_QUERY,juliafisher,I want a hair wrap. Someone do one for me pleaaaase 
Positive,1553772416,Sat Apr 18 15:10:12 PDT 2009,NO_QUERY,bremarie,http://tinyurl.com/cf7jm2 TAYLOR TAKING A PIC WITH ME AT THE END 
Negative,1675856690,Fri May 01 20:29:42 PDT 2009,NO_QUERY,shazzt,@greengecko29  Didn't realise - so sorry for your loss  We have a fire today too!
Negative,1551114244,Sat Apr 18 08:11:14 PDT 2009,NO_QUERY,GavinTate,@rbflygal what's a bridal shower without sex toys? 
Negative,1565723572,Mon Apr 20 07:24:49 PDT 2009,NO_QUERY,jvoooo,@hmez indeed it is...and no sunglasses to wear   ...jvoooo!
Negative,1677270666,Sat May 02 01:14:08 PDT 2009,NO_QUERY,funnybunnyiou,Wku internet is down!!!!  i need my internet! Blah...withdrawl is a bitch
Positive,1557322940,Sun Apr 19 03:23:41 PDT 2009,NO_QUERY,skuller99,"Remember this http://tiny.cc/YMGeA ? Omg, amazing "
Negative,1551169266,Sat Apr 18 08:19:47 PDT 2009,NO_QUERY,JuLiia_x33,@Dannymcfly Jonesy? McFLY MUST come to Germany. when you love Amsterdam you'll love Germany too. We're waiting for you!  please tweet back
Negative,1470145623,Tue Apr 07 08:29:04 PDT 2009,NO_QUERY,fakelindsay,i watched man vs food for like 4 hours the other day 
Positive,1564284601,Mon Apr 20 02:43:44 PDT 2009,NO_QUERY,michelleayers,@gnomeangel i'm shattered too. work at 7am now home  watching more SN!
Negative,1678023570,Sat May 02 05:09:46 PDT 2009,NO_QUERY,emmafolds,@RobLink still on the mend. Brain not working. Don't know what was up but still on lucozade and crackers 
Positive,1548810924,Fri Apr 17 22:02:27 PDT 2009,NO_QUERY,wittylena,Good night world!!!  I'm still at 5!!!!  c'mon people...get me up to 6!!!!  
Negative,1565041807,Mon Apr 20 05:43:49 PDT 2009,NO_QUERY,goodgosh,@joyfulthings thanks! I've never made it to front page  I've heard it doesn't usually bring many sales but  more views can't hurt!
Positive,1557714506,Sun Apr 19 05:39:05 PDT 2009,NO_QUERY,EstherJeles,"@RealHughJackman U'll b with my sis in Miami tmorow, Julia P/20th Cen Fox. Ask her t tell u the story of when we saw u at Nobu 2 wks ago "
Positive,1553241593,Sat Apr 18 13:44:40 PDT 2009,NO_QUERY,crazyme2014,soooo tiredd... that usually happens when u stay up all night! 
Negative,1468392374,Tue Apr 07 01:23:22 PDT 2009,NO_QUERY,digitalgravy,thinking the shorts and flip flops may have been a bad idea 
Positive,1564138403,Mon Apr 20 01:58:24 PDT 2009,NO_QUERY,Superneej,Yay! Finally finished my taalportfolio! Now waiting for my printer to finish the 90+ pages and then off to school 
Negative,1676245542,Fri May 01 21:29:26 PDT 2009,NO_QUERY,TaraKoenke,is so tired I can barely keep my eyes open. I'm so busy till monday that I can barely see eating breaks. 
Positive,1553209807,Sat Apr 18 13:39:37 PDT 2009,NO_QUERY,classygirl,Happy Birthday David! Mine was just a couple of days ago too.  I like April (except for all the rain).
Negative,1467946137,Mon Apr 06 22:56:25 PDT 2009,NO_QUERY,kelilyma,Can't sleep again. Face is kinda swollen. Don't let me be allergic to the thing that'll get me to Thursday. School tomorrow? Doubtful. 
Positive,1557193065,Sun Apr 19 02:33:54 PDT 2009,NO_QUERY,Umbrae_,@MariahCarey Sleep tight! ^^ love you more!  ?
Positive,1553145369,Sat Apr 18 13:29:36 PDT 2009,NO_QUERY,PhillyCJobs,@nancysnegron Great! I will check it out on Monday. Let's conference! Will email in the AM. Must take a few hours off and enjoy weekend 
Positive,1564623062,Mon Apr 20 04:18:34 PDT 2009,NO_QUERY,paljoakim,"@atebits sorry, it updated "
Negative,1565756906,Mon Apr 20 07:29:15 PDT 2009,NO_QUERY,amberalert123,@TeapotTia i dont have a password  im gettin my tix thru someone else!!
Negative,1676098195,Fri May 01 21:05:37 PDT 2009,NO_QUERY,popularpeople,@KarinaGarcia  That sucks.
Positive,1556012670,Sat Apr 18 21:21:58 PDT 2009,NO_QUERY,ginabmay,"@JnrCasper1986 LOL, and I got the phone to work now too  ...oh and its 52 now"
Negative,1468609400,Tue Apr 07 02:42:37 PDT 2009,NO_QUERY,anonomi,The leeds festival twitter man has lied. There is no update. 
Positive,1469729377,Tue Apr 07 07:14:51 PDT 2009,NO_QUERY,unmarketing,"@marketingveep thanks  I love the candid style, much more like me"
Negative,1468914083,Tue Apr 07 04:22:49 PDT 2009,NO_QUERY,alexryanne,@scrumptious1 haha i know! i missed the series premier of greek too! 
Negative,1676334433,Fri May 01 21:44:36 PDT 2009,NO_QUERY,jtr86,In the mood for California rolls. Too bad I am at work and there would be no place open anyway 
Positive,1553208490,Sat Apr 18 13:39:25 PDT 2009,NO_QUERY,jaykayohh,Just got my shoes for prom 
Positive,1563829736,Mon Apr 20 00:27:33 PDT 2009,NO_QUERY,ptahdunbar,@DD32 nice work on the new WP_Upgrader class. still trying to wrap my head around it 
Positive,1548496644,Fri Apr 17 21:06:56 PDT 2009,NO_QUERY,GerryCOnline,@PeaceMakersInc  Your very welcome 
Negative,1467871040,Mon Apr 06 22:35:31 PDT 2009,NO_QUERY,MTLarson1224,@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me 
Positive,1548860673,Fri Apr 17 22:12:14 PDT 2009,NO_QUERY,meluhnee,http://twitpic.com/3i8rw - It came! 
Positive,1565018555,Mon Apr 20 05:39:42 PDT 2009,NO_QUERY,WJohnB,"REALY BORED!! Nothing 2 do now Trainig is finished, might go and chill in the SUN!!! Yes thats right SUN IN ENGLAND!!  lol"
Positive,1564667950,Mon Apr 20 04:29:01 PDT 2009,NO_QUERY,ecaps1,"@ImajicArt Not a problem per se, people like what's on it not the base "
Positive,1469448455,Tue Apr 07 06:24:51 PDT 2009,NO_QUERY,acshieler,"@nicolerichie and @joelmadden 's little love tweets are so cute  However, @aplusk and @mrskutcher 's make me want to vomit."
Positive,1468252890,Tue Apr 07 00:33:35 PDT 2009,NO_QUERY,narain,@anbudan_BALA agreed &amp; accepted sir. 2 mistakes are not UNPARDONABLE 
Positive,1553893082,Sat Apr 18 15:30:00 PDT 2009,NO_QUERY,bashfullone,"@envyoftheworld @Prayter  Okay, I take all the prayers I can get "
Negative,1559767968,Sun Apr 19 12:00:03 PDT 2009,NO_QUERY,ma_chelle,@myonlyeverglow Can you believe how long this has been going on and to what extent? Those poor boys 
Positive,1468192417,Tue Apr 07 00:13:00 PDT 2009,NO_QUERY,marusha,12 Common Photoshop Mistakes and Malpractice http://sp2.ro/9b495c  great for begginers like me 
Negative,1677651165,Sat May 02 03:14:22 PDT 2009,NO_QUERY,DLDAVID,@Anne_A4L aww thanks again honey! super tweet of ya lol  catch tweak to ya soon  : P back to work now   bleh
Positive,1564057451,Mon Apr 20 01:33:05 PDT 2009,NO_QUERY,SammiCoralea,Is giggling hysterically and can't seem to stop! 
Negative,1573868645,Tue Apr 21 03:14:17 PDT 2009,NO_QUERY,NatNat13,Just woke up getting ready  sooooo tired!!
Negative,1557245240,Sun Apr 19 02:53:43 PDT 2009,NO_QUERY,Emzisawsome,Just woke up I am sooo tired and I have lots of work to do before tomorow 
Negative,1548752692,Fri Apr 17 21:52:11 PDT 2009,NO_QUERY,88michael,I created a folder called 'To Be Sorted' for random files that needs to be sorted. Now I've got 146 files in the folder. FAIL 
Positive,1551908612,Sat Apr 18 10:17:10 PDT 2009,NO_QUERY,ronragsag,@chiliad leaving CA Monday - driving for 3 days. 
Positive,1556669261,Sat Apr 18 23:48:09 PDT 2009,NO_QUERY,wahliaodotcom,"@mangomangomango It does doesn't it?  Fact. everytime I post links, abt 15 people looks at the photos."
